tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,23,0,3
5,21,0,4
6,19,0,5
7,17,0,6
8,15,0,7
9,13,0,8
10,11,0,9
11,9,0,10
12,7,0,11
13,29,1,11
14,27,1,12
15,25,1,13
16,23,1,14
17,21,1,15
18,19,1,16
19,17,1,17
20,15,1,18
21,13,1,19
22,29,2,19
23,27,2,20
24,25,2,21
25,23,2,22
26,21,2,23
27,19,2,24
28,17,2,25
29,15,2,26
30,13,2,27
31,11,2,28
32,9,2,29
33,7,2,30
34,29,3,30
35,27,3,31
36,25,3,32
37,23,3,33
38,21,3,34
39,19,3,35
40,17,3,36
41,15,3,37
42,29,4,37
43,27,4,38
44,25,4,39
45,23,4,40
46,29,5,40
47,27,5,41
48,25,5,42
49,23,5,43
50,21,5,44
51,19,5,45
52,17,5,46
53,15,5,47
54,13,5,48
55,11,5,49
56,9,5,50
57,7,5,51
58,5,5,52
59,29,6,52
60,27,6,53
61,25,6,54
62,23,6,55
63,21,6,56
64,19,6,57
65,17,6,58
66,29,7,58
67,27,7,59
68,25,7,60
69,23,7,61
70,21,7,62
71,19,7,63
72,17,7,64
73,15,7,65
74,13,7,66
75,11,7,67
76,9,7,68
77,7,7,69
78,5,7,70
79,29,8,70
80,27,8,71
81,25,8,72
82,23,8,73
83,21,8,74
84,19,8,75
85,17,8,76
86,15,8,77
87,13,8,78
88,11,8,79
89,9,8,80
90,7,8,81
91,5,8,82
92,29,9,82
93,27,9,83
94,25,9,84
95,23,9,85
96,21,9,86
97,19,9,87
98,17,9,88
99,15,9,89
100,13,9,90
101,11,9,91
102,9,9,92
103,7,9,93
104,5,9,94
105,3,9,95
106,1,9,96
106,0,9,97
