tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,23,0,3
5,21,0,4
6,19,0,5
7,17,0,6
8,15,0,7
9,13,0,8
10,11,0,9
11,9,0,10
12,7,0,11
13,5,0,12
14,29,1,12
15,27,1,13
16,25,1,14
17,23,1,15
18,21,1,16
19,19,1,17
20,17,1,18
21,15,1,19
22,13,1,20
23,11,1,21
24,9,1,22
25,7,1,23
26,5,1,24
27,3,1,25
28,29,2,25
29,27,2,26
30,25,2,27
31,23,2,28
32,21,2,29
33,19,2,30
34,17,2,31
35,15,2,32
36,13,2,33
37,11,2,34
38,9,2,35
39,29,3,35
40,27,3,36
41,25,3,37
42,23,3,38
43,21,3,39
44,19,3,40
45,17,3,41
46,15,3,42
47,13,3,43
48,11,3,44
49,9,3,45
50,7,3,46
51,5,3,47
52,3,3,48
53,1,3,49
53,0,3,50
