tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,23,0,3
5,21,0,4
6,19,0,5
7,29,1,5
8,27,1,6
9,29,2,6
10,27,2,7
11,29,3,7
12,27,3,8
13,25,3,9
14,23,3,10
15,21,3,11
16,19,3,12
17,17,3,13
18,15,3,14
19,13,3,15
20,11,3,16
21,9,3,17
22,7,3,18
23,5,3,19
24,3,3,20
25,29,4,20
26,27,4,21
27,25,4,22
28,23,4,23
29,21,4,24
30,19,4,25
31,17,4,26
32,15,4,27
33,29,5,27
34,27,5,28
35,25,5,29
36,23,5,30
37,21,5,31
38,19,5,32
39,17,5,33
40,15,5,34
41,13,5,35
42,29,6,35
43,27,6,36
44,25,6,37
45,23,6,38
46,29,7,38
47,27,7,39
48,29,8,39
49,27,8,40
50,25,8,41
51,23,8,42
52,21,8,43
53,19,8,44
54,17,8,45
55,15,8,46
56,13,8,47
57,11,8,48
58,9,8,49
59,7,8,50
60,29,9,50
61,27,9,51
62,25,9,52
63,23,9,53
64,21,9,54
65,19,9,55
66,29,10,55
67,27,10,56
68,25,10,57
69,23,10,58
70,21,10,59
71,19,10,60
72,17,10,61
73,15,10,62
74,13,10,63
75,29,11,63
76,27,11,64
77,25,11,65
78,29,12,65
79,27,12,66
80,25,12,67
81,23,12,68
82,21,12,69
83,19,12,70
84,17,12,71
85,15,12,72
86,13,12,73
87,11,12,74
88,29,13,74
89,27,13,75
90,25,13,76
91,23,13,77
92,21,13,78
93,19,13,79
94,17,13,80
95,15,13,81
96,13,13,82
97,11,13,83
98,9,13,84
99,7,13,85
100,5,13,86
101,3,13,87
102,1,13,88
103,0,13,89
