tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,25,1,3
6,29,2,3
7,27,2,4
8,25,2,5
9,23,2,6
10,29,3,6
11,27,3,7
12,25,3,8
13,23,3,9
14,21,3,10
15,19,3,11
16,29,4,11
17,27,4,12
18,29,5,12
19,27,5,13
20,25,5,14
21,23,5,15
22,21,5,16
23,19,5,17
24,17,5,18
25,29,6,18
26,27,6,19
27,25,6,20
28,23,6,21
29,29,7,21
30,27,7,22
31,25,7,23
32,23,7,24
33,21,7,25
34,19,7,26
35,17,7,27
36,15,7,28
37,13,7,29
38,29,8,29
39,27,8,30
40,25,8,31
41,23,8,32
42,21,8,33
43,19,8,34
44,17,8,35
45,15,8,36
46,13,8,37
47,11,8,38
48,9,8,39
49,7,8,40
50,5,8,41
51,3,8,42
52,1,8,43
53,0,8,44
