tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,25,1,3
6,23,1,4
7,29,2,4
8,27,2,5
9,25,2,6
10,29,3,6
11,27,3,7
12,25,3,8
13,23,3,9
14,21,3,10
15,19,3,11
16,29,4,11
17,27,4,12
18,25,4,13
19,29,5,13
20,27,5,14
21,25,5,15
22,23,5,16
23,21,5,17
24,19,5,18
25,17,5,19
26,15,5,20
27,13,5,21
28,11,5,22
29,9,5,23
30,7,5,24
31,29,6,24
32,27,6,25
33,29,7,25
34,27,7,26
35,25,7,27
36,23,7,28
37,21,7,29
38,19,7,30
39,29,8,30
40,27,8,31
41,25,8,32
42,23,8,33
43,29,9,33
44,27,9,34
45,25,9,35
46,23,9,36
47,21,9,37
48,19,9,38
49,17,9,39
50,15,9,40
51,13,9,41
52,11,9,42
53,9,9,43
54,7,9,44
55,5,9,45
56,3,9,46
57,1,9,47
58,0,9,48
