tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,23,0,3
5,21,0,4
6,19,0,5
7,17,0,6
8,15,0,7
9,13,0,8
10,11,0,9
11,9,0,10
12,7,0,11
13,5,0,12
14,29,1,12
15,27,1,13
16,25,1,14
17,23,1,15
18,21,1,16
19,29,2,16
20,27,2,17
21,25,2,18
22,23,2,19
23,21,2,20
24,19,2,21
25,17,2,22
26,15,2,23
27,29,3,23
28,27,3,24
29,25,3,25
30,23,3,26
31,21,3,27
32,19,3,28
33,17,3,29
34,15,3,30
35,13,3,31
36,11,3,32
37,9,3,33
38,7,3,34
39,5,3,35
40,3,3,36
41,1,3,37
42,29,4,37
43,27,4,38
44,25,4,39
45,23,4,40
46,21,4,41
47,29,5,41
48,27,5,42
49,25,5,43
50,23,5,44
51,21,5,45
52,19,5,46
53,17,5,47
54,15,5,48
55,13,5,49
56,11,5,50
57,9,5,51
58,7,5,52
59,5,5,53
60,3,5,54
61,1,5,55
62,0,5,56
