tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,23,0,3
5,21,0,4
6,19,0,5
7,17,0,6
8,29,1,6
9,27,1,7
10,25,1,8
11,23,1,9
12,21,1,10
13,19,1,11
14,17,1,12
15,15,1,13
16,13,1,14
17,11,1,15
18,9,1,16
19,29,2,16
20,27,2,17
21,25,2,18
22,23,2,19
23,21,2,20
24,19,2,21
25,17,2,22
26,15,2,23
27,13,2,24
28,11,2,25
29,9,2,26
30,7,2,27
31,29,3,27
32,27,3,28
33,25,3,29
34,23,3,30
35,21,3,31
36,19,3,32
37,17,3,33
38,15,3,34
39,13,3,35
40,11,3,36
41,9,3,37
42,7,3,38
43,5,3,39
44,3,3,40
45,1,3,41
46,29,4,41
47,27,4,42
48,25,4,43
49,23,4,44
50,21,4,45
51,19,4,46
52,17,4,47
53,15,4,48
54,13,4,49
55,11,4,50
56,9,4,51
57,7,4,52
58,5,4,53
59,3,4,54
60,29,5,54
61,27,5,55
62,25,5,56
63,23,5,57
64,21,5,58
65,19,5,59
66,29,6,59
67,27,6,60
68,25,6,61
69,29,7,61
70,27,7,62
71,25,7,63
72,23,7,64
73,21,7,65
74,19,7,66
75,17,7,67
76,15,7,68
77,13,7,69
78,11,7,70
79,9,7,71
80,7,7,72
81,5,7,73
82,3,7,74
83,1,7,75
84,29,8,75
85,27,8,76
86,25,8,77
87,23,8,78
88,21,8,79
89,19,8,80
90,29,9,80
91,27,9,81
92,25,9,82
93,23,9,83
94,21,9,84
95,19,9,85
96,17,9,86
97,15,9,87
98,13,9,88
99,11,9,89
100,9,9,90
101,7,9,91
102,5,9,92
103,3,9,93
104,1,9,94
105,0,9,95
