tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,26,1,2
6,25,1,2
7,23,1,3
8,21,1,4
9,20,1,4
10,18,1,5
11,17,1,5
12,15,1,6
13,13,1,7
14,11,1,8
15,29,2,8
16,28,2,8
17,27,2,8
18,25,2,9
19,24,2,9
20,23,2,9
21,21,2,10
22,19,2,11
23,18,2,11
24,16,2,12
25,14,2,13
26,12,2,14
27,29,3,14
28,27,3,15
29,26,3,15
30,25,3,15
31,24,3,15
32,23,3,15
33,21,3,16
34,20,3,16
35,18,3,17
36,17,3,17
37,16,3,17
38,14,3,18
39,13,3,18
40,11,3,19
41,9,3,20
42,8,3,20
43,6,3,21
44,5,3,21
45,3,3,22
46,2,3,22
47,0,3,23
