tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,26,0,1
4,24,0,2
5,22,0,3
6,20,0,4
7,19,0,4
8,18,0,4
9,17,0,4
10,16,0,4
11,14,0,5
12,12,0,6
13,11,0,6
14,9,0,7
15,7,0,8
16,5,0,9
17,4,0,9
18,2,0,10
19,29,1,10
20,27,1,11
21,25,1,12
22,24,1,12
23,22,1,13
24,21,1,13
25,19,1,14
26,17,1,15
27,15,1,16
28,29,2,16
29,28,2,16
30,26,2,17
31,25,2,17
32,23,2,18
33,22,2,18
34,21,2,18
35,19,2,19
36,18,2,19
37,16,2,20
38,14,2,21
39,12,2,22
40,11,2,22
41,10,2,22
42,8,2,23
43,7,2,23
44,5,2,24
45,3,2,25
46,1,2,26
47,0,2,27
