tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,28,0,0
3,26,0,1
4,25,0,1
5,23,0,2
6,22,0,2
7,20,0,3
8,18,0,4
9,16,0,5
10,15,0,5
11,13,0,6
12,12,0,6
13,11,0,6
14,9,0,7
15,7,0,8
16,29,1,8
17,28,1,8
18,26,1,9
19,25,1,9
20,23,1,10
21,22,1,10
22,21,1,10
23,19,1,11
24,17,1,12
25,15,1,13
26,13,1,14
27,11,1,15
28,10,1,15
29,9,1,15
30,8,1,15
31,6,1,16
32,4,1,17
33,29,2,17
34,28,2,17
35,27,2,17
36,26,2,17
37,25,2,17
38,23,2,18
39,29,3,18
40,27,3,19
41,26,3,19
42,24,3,20
43,22,3,21
44,20,3,22
45,19,3,22
46,17,3,23
47,15,3,24
48,13,3,25
49,11,3,26
50,9,3,27
51,8,3,27
52,7,3,27
53,5,3,28
54,4,3,28
55,2,3,29
56,1,3,29
57,0,3,30
