tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,29,2,2
6,27,2,3
7,25,2,4
8,23,2,5
9,21,2,6
10,19,2,7
11,17,2,8
12,15,2,9
13,13,2,10
14,29,3,10
15,27,3,11
16,25,3,12
17,23,3,13
18,29,4,13
19,27,4,14
20,29,5,14
21,27,5,15
22,25,5,16
23,29,6,16
24,27,6,17
25,25,6,18
26,23,6,19
27,21,6,20
28,29,7,20
29,27,7,21
30,25,7,22
31,29,8,22
32,27,8,23
33,25,8,24
34,23,8,25
35,21,8,26
36,19,8,27
37,29,9,27
38,27,9,28
39,25,9,29
40,29,10,29
41,27,10,30
42,25,10,31
43,23,10,32
44,21,10,33
45,19,10,34
46,17,10,35
47,15,10,36
48,13,10,37
49,11,10,38
50,9,10,39
51,7,10,40
52,5,10,41
53,3,10,42
54,1,10,43
55,0,10,44
