tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,26,0,1
4,25,0,1
5,24,0,1
6,22,0,2
7,29,1,2
8,27,1,3
9,25,1,4
10,23,1,5
11,21,1,6
12,19,1,7
13,18,1,7
14,16,1,8
15,15,1,8
16,13,1,9
17,11,1,10
18,29,2,10
19,27,2,11
20,25,2,12
21,23,2,13
22,21,2,14
23,19,2,15
24,17,2,16
25,15,2,17
26,29,3,17
27,28,3,17
28,27,3,17
29,25,3,18
30,29,4,18
31,28,4,18
32,26,4,19
33,29,5,19
34,28,5,19
35,27,5,19
36,26,5,19
37,24,5,20
38,22,5,21
39,21,5,21
40,19,5,22
41,17,5,23
42,15,5,24
43,14,5,24
44,13,5,24
45,12,5,24
46,10,5,25
47,8,5,26
48,7,5,26
49,5,5,27
50,4,5,27
51,2,5,28
52,0,5,29
