tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,29,1,0
3,28,1,0
4,27,1,0
5,26,1,0
6,25,1,0
7,23,1,1
8,22,1,1
9,20,1,2
10,19,1,2
11,17,1,3
12,15,1,4
13,13,1,5
14,29,2,5
15,27,2,6
16,25,2,7
17,23,2,8
18,29,3,8
19,28,3,8
20,27,3,8
21,25,3,9
22,23,3,10
23,21,3,11
24,19,3,12
25,29,4,12
26,28,4,12
27,26,4,13
28,24,4,14
29,22,4,15
30,21,4,15
31,19,4,16
32,18,4,16
33,16,4,17
34,14,4,18
35,13,4,18
36,11,4,19
37,9,4,20
38,7,4,21
39,29,5,21
40,27,5,22
41,25,5,23
42,23,5,24
43,22,5,24
44,20,5,25
45,18,5,26
46,17,5,26
47,16,5,26
48,14,5,27
49,13,5,27
50,11,5,28
51,10,5,28
52,8,5,29
53,6,5,30
54,4,5,31
55,2,5,32
56,1,5,32
57,0,5,33
