tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,29,1,2
5,27,1,3
6,25,1,4
7,23,1,5
8,21,1,6
9,20,1,6
10,19,1,6
11,17,1,7
12,16,1,7
13,15,1,7
14,13,1,8
15,29,2,8
16,27,2,9
17,25,2,10
18,23,2,11
19,21,2,12
20,19,2,13
21,17,2,14
22,15,2,15
23,13,2,16
24,11,2,17
25,10,2,17
26,9,2,17
27,7,2,18
28,29,3,18
29,27,3,19
30,26,3,19
31,24,3,20
32,29,4,20
33,27,4,21
34,26,4,21
35,25,4,21
36,24,4,21
37,22,4,22
38,20,4,23
39,18,4,24
40,17,4,24
41,15,4,25
42,13,4,26
43,11,4,27
44,9,4,28
45,8,4,28
46,6,4,29
47,4,4,30
48,2,4,31
49,0,4,32
