tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,28,0,0
3,26,0,1
4,24,0,2
5,29,1,2
6,28,1,2
7,27,1,2
8,25,1,3
9,24,1,3
10,22,1,4
11,21,1,4
12,19,1,5
13,17,1,6
14,15,1,7
15,13,1,8
16,11,1,9
17,10,1,9
18,9,1,9
19,8,1,9
20,7,1,9
21,5,1,10
22,3,1,11
23,29,2,11
24,27,2,12
25,25,2,13
26,24,2,13
27,23,2,13
28,22,2,13
29,20,2,14
30,18,2,15
31,29,3,15
32,27,3,16
33,26,3,16
34,25,3,16
35,23,3,17
36,21,3,18
37,19,3,19
38,17,3,20
39,29,4,20
40,28,4,20
41,26,4,21
42,24,4,22
43,23,4,22
44,21,4,23
45,20,4,23
46,19,4,23
47,17,4,24
48,29,5,24
49,27,5,25
50,26,5,25
51,24,5,26
52,22,5,27
53,20,5,28
54,19,5,28
55,17,5,29
56,15,5,30
57,13,5,31
58,12,5,31
59,10,5,32
60,8,5,33
61,6,5,34
62,5,5,34
63,4,5,34
64,2,5,35
65,1,5,35
66,0,5,36
