tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,25,1,3
6,23,1,4
7,21,1,5
8,29,2,5
9,27,2,6
10,25,2,7
11,23,2,8
12,21,2,9
13,19,2,10
14,17,2,11
15,15,2,12
16,13,2,13
17,11,2,14
18,9,2,15
19,7,2,16
20,29,3,16
21,27,3,17
22,25,3,18
23,23,3,19
24,21,3,20
25,19,3,21
26,17,3,22
27,15,3,23
28,13,3,24
29,11,3,25
30,29,4,25
31,27,4,26
32,29,5,26
33,27,5,27
34,25,5,28
35,23,5,29
36,21,5,30
37,19,5,31
38,17,5,32
39,15,5,33
40,29,6,33
41,27,6,34
42,25,6,35
43,23,6,36
44,29,7,36
45,27,7,37
46,25,7,38
47,29,8,38
48,27,8,39
49,29,9,39
50,27,9,40
51,29,10,40
52,27,10,41
53,29,11,41
54,27,11,42
55,25,11,43
56,23,11,44
57,21,11,45
58,29,12,45
59,27,12,46
60,25,12,47
61,29,13,47
62,27,13,48
63,25,13,49
64,23,13,50
65,21,13,51
66,19,13,52
67,17,13,53
68,15,13,54
69,13,13,55
70,11,13,56
71,9,13,57
72,7,13,58
73,5,13,59
74,29,14,59
75,27,14,60
76,25,14,61
77,23,14,62
78,21,14,63
79,29,15,63
80,27,15,64
81,25,15,65
82,23,15,66
83,21,15,67
84,19,15,68
85,17,15,69
86,15,15,70
87,13,15,71
88,11,15,72
89,9,15,73
90,7,15,74
91,5,15,75
92,29,16,75
93,27,16,76
94,25,16,77
95,29,17,77
96,27,17,78
97,29,18,78
98,27,18,79
99,25,18,80
100,23,18,81
101,21,18,82
102,19,18,83
103,17,18,84
104,15,18,85
105,29,19,85
106,27,19,86
107,25,19,87
108,23,19,88
109,21,19,89
110,29,20,89
111,27,20,90
112,25,20,91
113,23,20,92
114,21,20,93
115,19,20,94
116,17,20,95
117,15,20,96
118,13,20,97
119,11,20,98
120,29,21,98
121,27,21,99
122,25,21,100
123,23,21,101
124,21,21,102
125,19,21,103
126,29,22,103
127,27,22,104
128,25,22,105
129,23,22,106
130,21,22,107
131,19,22,108
132,17,22,109
133,29,23,109
134,27,23,110
135,25,23,111
136,23,23,112
137,21,23,113
138,19,23,114
139,17,23,115
140,15,23,116
141,13,23,117
142,11,23,118
143,9,23,119
144,7,23,120
145,5,23,121
146,3,23,122
147,1,23,123
147,0,23,124
