tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,25,1,3
6,23,1,4
7,21,1,5
8,19,1,6
9,17,1,7
10,15,1,8
11,13,1,9
12,11,1,10
13,9,1,11
14,7,1,12
15,5,1,13
16,3,1,14
17,1,1,15
18,29,2,15
19,27,2,16
20,25,2,17
21,23,2,18
22,21,2,19
23,19,2,20
24,17,2,21
25,15,2,22
26,13,2,23
27,11,2,24
28,9,2,25
29,29,3,25
30,27,3,26
31,25,3,27
32,23,3,28
33,21,3,29
34,19,3,30
35,17,3,31
36,15,3,32
37,13,3,33
38,29,4,33
39,27,4,34
40,25,4,35
41,23,4,36
42,21,4,37
43,19,4,38
44,17,4,39
45,15,4,40
46,13,4,41
47,29,5,41
48,27,5,42
49,25,5,43
50,29,6,43
51,27,6,44
52,25,6,45
53,23,6,46
54,21,6,47
55,19,6,48
56,17,6,49
57,15,6,50
58,13,6,51
59,11,6,52
60,9,6,53
61,7,6,54
62,29,7,54
63,27,7,55
64,25,7,56
65,23,7,57
66,21,7,58
67,19,7,59
68,17,7,60
69,15,7,61
70,13,7,62
71,11,7,63
72,9,7,64
73,7,7,65
74,5,7,66
75,3,7,67
76,1,7,68
76,0,7,69
