tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,25,1,3
6,29,2,3
7,27,2,4
8,29,3,4
9,27,3,5
10,29,4,5
11,27,4,6
12,25,4,7
13,23,4,8
14,29,5,8
15,27,5,9
16,29,6,9
17,27,6,10
18,25,6,11
19,29,7,11
20,27,7,12
21,29,8,12
22,27,8,13
23,29,9,13
24,27,9,14
25,29,10,14
26,27,10,15
27,25,10,16
28,23,10,17
29,21,10,18
30,19,10,19
31,17,10,20
32,29,11,20
33,27,11,21
34,25,11,22
35,29,12,22
36,27,12,23
37,25,12,24
38,29,13,24
39,27,13,25
40,29,14,25
41,27,14,26
42,25,14,27
43,23,14,28
44,21,14,29
45,19,14,30
46,17,14,31
47,15,14,32
48,13,14,33
49,11,14,34
50,9,14,35
51,7,14,36
52,5,14,37
53,3,14,38
54,1,14,39
54,0,14,40
