tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,25,0,2
4,23,0,3
5,29,1,3
6,27,1,4
7,25,1,5
8,23,1,6
9,21,1,7
10,19,1,8
11,29,2,8
12,27,2,9
13,25,2,10
14,23,2,11
15,21,2,12
16,19,2,13
17,17,2,14
18,15,2,15
19,13,2,16
20,11,2,17
21,29,3,17
22,27,3,18
23,25,3,19
24,23,3,20
25,21,3,21
26,19,3,22
27,17,3,23
28,15,3,24
29,13,3,25
30,11,3,26
31,9,3,27
32,7,3,28
33,5,3,29
34,29,4,29
35,27,4,30
36,25,4,31
37,23,4,32
38,21,4,33
39,19,4,34
40,17,4,35
41,15,4,36
42,13,4,37
43,11,4,38
44,9,4,39
45,7,4,40
46,5,4,41
47,29,5,41
48,27,5,42
49,25,5,43
50,23,5,44
51,21,5,45
52,19,5,46
53,17,5,47
54,15,5,48
55,13,5,49
56,29,6,49
57,27,6,50
58,29,7,50
59,27,7,51
60,25,7,52
61,29,8,52
62,27,8,53
63,25,8,54
64,23,8,55
65,29,9,55
66,27,9,56
67,29,10,56
68,27,10,57
69,25,10,58
70,23,10,59
71,21,10,60
72,19,10,61
73,17,10,62
74,15,10,63
75,13,10,64
76,11,10,65
77,9,10,66
78,7,10,67
79,5,10,68
80,3,10,69
81,29,11,69
82,27,11,70
83,25,11,71
84,23,11,72
85,29,12,72
86,27,12,73
87,25,12,74
88,29,13,74
89,27,13,75
90,25,13,76
91,23,13,77
92,21,13,78
93,19,13,79
94,17,13,80
95,15,13,81
96,13,13,82
97,11,13,83
98,9,13,84
99,7,13,85
100,5,13,86
101,29,14,86
102,27,14,87
103,29,15,87
104,27,15,88
105,25,15,89
106,23,15,90
107,29,16,90
108,27,16,91
109,29,17,91
110,27,17,92
111,25,17,93
112,23,17,94
113,21,17,95
114,19,17,96
115,17,17,97
116,15,17,98
117,13,17,99
118,11,17,100
119,9,17,101
120,7,17,102
121,5,17,103
122,3,17,104
123,1,17,105
124,0,17,106
