tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,1
3,29,1,1
4,27,1,2
5,29,2,2
6,27,2,3
7,25,2,4
8,23,2,5
9,21,2,6
10,19,2,7
11,17,2,8
12,15,2,9
13,13,2,10
14,11,2,11
15,9,2,12
16,7,2,13
17,5,2,14
18,3,2,15
19,29,3,15
20,27,3,16
21,25,3,17
22,23,3,18
23,21,3,19
24,19,3,20
25,17,3,21
26,15,3,22
27,13,3,23
28,11,3,24
29,29,4,24
30,27,4,25
31,25,4,26
32,23,4,27
33,21,4,28
34,19,4,29
35,17,4,30
36,29,5,30
37,27,5,31
38,25,5,32
39,23,5,33
40,21,5,34
41,19,5,35
42,17,5,36
43,15,5,37
44,13,5,38
45,11,5,39
46,9,5,40
47,7,5,41
48,5,5,42
49,29,6,42
50,27,6,43
51,25,6,44
52,23,6,45
53,21,6,46
54,19,6,47
55,17,6,48
56,29,7,48
57,27,7,49
58,25,7,50
59,23,7,51
60,21,7,52
61,19,7,53
62,17,7,54
63,15,7,55
64,13,7,56
65,11,7,57
66,9,7,58
67,7,7,59
68,5,7,60
69,3,7,61
70,1,7,62
71,0,7,63
