tick,energy,eats,distance
0,30,0,0
1,29,0,0
2,27,0,0
3,25,0,0
4,29,1,0
5,27,1,0
6,25,1,0
7,23,1,0
8,21,1,0
9,19,1,0
10,17,1,0
11,15,1,0
12,13,1,0
13,11,1,0
14,9,1,0
15,7,1,0
16,5,1,0
17,29,2,0
18,27,2,0
19,29,3,0
20,27,3,0
21,25,3,0
22,23,3,0
23,21,3,0
24,19,3,0
25,17,3,0
26,15,3,0
27,13,3,0
28,11,3,0
